age,family,income,education,ccavg,mortgage,secacc,cdacc,online,ccard,loan
52,4,22,3,0.4,0,0,0,1,1,0
28,4,55,1,2.2,0,0,0,1,1,0
44,1,72,3,0.7,155,0,0,0,0,0
24,2,38,2,1.7,0,0,0,1,0,0
40,1,114,1,3.4,300,0,0,1,0,0
34,4,83,3,4.0,0,0,0,1,0,0
39,2,101,1,0.4,0,0,0,1,1,0
50,1,94,1,4.9,272,0,0,1,0,0
41,2,40,1,2.5,0,0,1,1,1,0
31,1,128,1,6.0,0,0,0,0,0,0
29,4,39,3,2.1,0,0,0,1,0,0
30,1,51,1,1.0,0,0,0,1,0,0
44,4,79,3,2.0,0,1,1,1,1,0
33,4,48,2,2.2,0,0,0,1,0,0
50,1,85,1,0.0,144,0,0,0,0,0
42,1,41,1,1.8,94,0,0,1,0,0
48,1,152,3,3.5,0,0,0,1,0,1
24,2,125,1,7.2,0,1,0,0,1,0
56,2,11,3,0.2,90,0,0,0,0,0
28,2,103,1,2.5,0,0,0,1,1,0
56,2,141,1,0.5,0,0,0,1,0,0
58,1,38,1,1.4,0,0,0,1,1,0
29,2,135,1,0.6,0,0,0,0,0,0
63,2,28,2,0.5,89,0,0,1,0,0
28,4,70,1,2.2,240,0,0,0,1,0
57,1,41,1,0.2,0,0,0,1,1,0
34,3,81,2,0.9,208,0,0,1,0,0
28,1,170,3,0.1,0,0,0,0,0,1
27,4,55,2,1.7,0,0,0,1,0,0
37,4,24,3,1.5,0,0,0,0,0,0
52,3,81,2,1.8,275,0,0,0,0,0
49,4,32,1,1.8,83,0,0,0,0,0
65,1,129,1,1.3,0,0,0,1,1,0
60,1,108,1,0.9,0,1,0,0,0,0
37,1,180,1,8.6,0,0,0,1,1,0
63,2,139,1,6.9,0,0,0,0,0,0
40,2,33,3,1.4,0,0,0,1,1,0
46,4,74,3,2.6,0,0,0,1,0,0
63,2,42,3,0.7,115,0,0,1,0,0
57,1,73,3,3.0,0,0,0,0,0,0
33,4,115,2,2.9,0,0,0,1,0,1
41,2,114,2,1.8,0,0,0,1,0,0
41,2,92,1,1.9,131,0,0,1,0,0
44,1,34,3,0.3,78,0,0,1,0,0
33,2,54,2,1.67,122,0,0,1,0,0
52,2,64,3,1.0,211,0,0,1,0,0
30,1,42,3,0.2,100,0,0,0,1,0
45,3,70,1,2.1,0,0,0,1,0,0
49,1,51,2,1.3,0,0,0,0,0,0
45,4,71,1,2.9,218,0,1,1,1,0
32,3,35,1,1.3,108,0,0,0,1,0
45,3,40,2,1.0,0,0,0,1,0,0
57,4,165,3,2.7,0,0,0,1,0,1
61,1,18,3,1.5,0,0,0,1,1,0
57,3,32,1,1.4,0,1,1,1,1,0
60,3,35,1,0.2,169,0,0,1,0,0
40,2,120,1,6.1,196,0,0,1,0,0
53,4,31,3,0.1,0,0,0,1,0,0
42,3,35,1,1.5,0,0,0,0,0,0
62,2,32,3,0.2,0,0,0,1,1,0
43,1,85,3,3.7,327,1,0,1,0,0
35,2,139,1,7.8,0,0,0,0,0,0
50,1,103,1,0.3,0,0,0,1,0,0
45,2,152,1,1.4,0,0,0,1,0,0
52,2,33,2,2.0,0,0,0,1,0,0
35,4,84,2,2.2,322,0,0,0,0,0
58,4,61,1,1.7,0,0,0,0,0,0
62,4,64,1,2.2,123,1,1,1,1,0
50,1,34,2,1.3,0,0,0,1,0,0
25,4,82,3,2.1,0,0,0,1,0,0
47,1,122,3,5.1,163,1,0,0,0,1
28,3,58,1,1.5,131,0,0,0,0,0
34,1,92,1,2.8,0,0,0,1,0,0
49,2,78,2,2.4,205,0,0,0,1,0
54,4,129,3,4.2,0,0,0,0,0,1
50,2,13,3,0.7,0,0,0,0,0,0
37,1,81,3,2.8,145,0,0,0,0,0
38,1,23,3,0.67,0,0,0,0,0,0
52,3,35,3,0.9,0,0,0,0,0,0
63,4,79,2,1.7,0,0,0,1,1,0
39,2,165,1,3.3,0,0,0,1,0,0
63,2,52,1,2.8,0,0,0,1,0,0
65,3,185,2,2.0,0,0,0,0,0,1
46,3,49,2,2.2,0,0,0,0,0,0
54,1,64,3,1.8,227,0,0,0,1,0
54,4,61,3,2.0,0,1,0,1,0,0
52,1,112,1,2.4,0,1,1,1,1,0
63,3,72,3,2.0,190,1,0,1,0,0
66,3,18,1,0.5,0,0,0,0,0,0
56,4,41,2,2.5,0,0,0,0,0,0
23,4,61,1,2.6,239,0,0,1,0,0
65,1,105,2,3.0,282,1,1,1,0,1
51,1,23,1,0.2,0,0,0,1,0,0
34,1,22,3,0.5,85,0,0,0,0,0
49,3,59,1,2.1,0,0,0,0,0,0
29,1,33,2,2.0,160,0,0,0,0,0
47,1,11,3,0.9,103,0,0,0,1,0
46,2,204,1,2.8,0,0,0,1,0,0
52,4,61,3,1.8,207,0,0,0,0,0
55,3,103,2,1.8,364,0,0,0,0,0
61,3,51,1,1.5,0,0,0,0,1,0
34,1,164,3,6.0,0,0,0,1,0,1
58,1,12,2,0.1,0,0,0,0,1,0
40,1,82,2,3.6,0,0,0,0,0,0
43,1,164,1,2.4,449,0,0,1,0,0
35,2,48,2,1.67,0,0,0,1,0,0
24,4,38,2,0.6,0,0,0,1,0,0
48,2,65,2,1.5,0,0,0,1,0,0
44,4,71,1,1.9,207,0,0,1,0,0
54,1,18,1,0.3,0,1,1,1,0,0
59,2,52,3,1.6,75,0,0,1,0,0
45,3,48,2,2.5,113,0,0,1,1,0
26,1,30,3,1.0,111,0,0,0,0,0
40,2,40,3,2.2,107,0,0,1,0,0
32,1,112,1,3.8,81,0,0,1,0,0
29,1,115,1,1.9,0,0,0,0,0,0
51,2,63,3,1.0,82,0,0,1,0,0
42,1,85,3,3.7,0,0,0,1,0,0
64,1,59,3,2.5,220,0,0,0,0,0
44,1,68,3,0.8,91,0,0,0,0,0
37,2,84,1,1.8,0,0,0,1,1,0
44,3,62,3,0.8,0,0,0,0,1,0
35,3,109,1,4.0,0,0,0,0,0,1
41,2,141,1,7.6,92,0,0,0,0,0
56,1,129,1,7.4,0,0,0,0,0,0
62,3,30,2,0.7,0,0,0,1,0,0
58,1,148,1,4.7,0,0,0,1,0,0
47,3,25,2,0.67,0,0,0,1,1,0
35,3,21,1,1.3,115,0,0,0,0,0
29,4,72,1,2.2,0,0,0,1,0,0
43,3,59,3,0.9,87,0,0,1,1,0
62,3,83,2,1.8,187,1,0,0,0,0
41,2,10,2,0.3,0,0,0,1,0,0
34,3,84,2,0.6,0,0,0,1,0,0
50,3,98,2,2.0,0,0,0,0,0,0
47,1,32,1,1.0,0,1,1,1,1,0
29,4,31,2,0.4,161,0,0,1,1,0
59,3,94,1,0.5,0,0,0,0,1,0
56,2,21,3,0.2,137,0,1,1,1,0
61,3,110,1,4.4,0,1,0,1,0,0
58,1,38,3,2.2,0,0,0,0,0,0
49,1,39,3,1.4,0,0,0,1,0,0
45,3,132,2,1.2,0,0,1,1,1,1
50,4,61,1,2.6,0,0,0,1,0,0
64,1,92,1,2.0,0,0,0,1,0,0
39,2,119,1,6.1,0,0,0,0,0,0
58,4,53,1,2.1,0,0,0,1,0,0
62,3,18,2,1.3,0,0,0,1,0,0
45,2,114,2,4.4,0,0,0,0,0,1
58,1,90,3,3.0,0,0,0,0,1,0
43,1,140,1,7.0,205,0,0,1,0,0
28,2,90,1,3.3,0,0,0,1,1,0
26,1,85,1,1.9,0,0,0,1,0,0
49,1,80,1,1.2,0,0,0,1,0,0
66,2,53,1,1.1,0,0,0,1,1,0
33,4,49,2,2.2,0,0,0,1,0,0
61,3,152,3,3.3,0,0,0,1,0,1
64,2,138,2,2.8,0,0,0,1,0,1
36,4,80,2,2.2,0,0,0,1,0,0
49,2,82,2,2.4,0,0,0,0,0,0
52,1,195,1,8.1,0,0,0,0,0,0
61,1,22,3,1.2,0,0,0,1,0,0
32,1,81,1,2.5,0,0,0,1,0,0
61,4,40,1,2.2,0,1,1,1,1,0
45,2,154,1,2.8,0,1,0,1,0,0
30,3,49,2,1.1,0,0,0,0,1,0
62,4,85,2,3.4,0,0,0,1,0,0
57,3,21,2,0.1,0,1,1,1,0,0
41,1,14,1,1.0,0,0,0,0,0,0
58,4,60,2,1.6,0,0,0,0,1,0
29,2,138,1,4.33,0,0,0,1,0,0
53,1,98,3,1.3,355,0,0,1,0,0
64,4,22,2,0.6,0,0,0,0,0,0
49,1,49,2,1.2,0,0,0,1,1,0
38,2,102,1,1.9,0,0,1,1,1,0
56,4,45,2,0.7,0,0,0,0,1,0
56,4,82,3,1.3,0,0,0,1,0,0
52,3,81,2,1.8,0,1,0,0,0,0
64,1,35,2,1.5,0,1,0,0,0,0
53,2,59,2,1.9,0,0,0,1,0,0
29,3,52,2,1.1,0,0,0,1,0,0
48,3,84,1,0.7,166,0,0,1,0,0
32,1,85,2,2.7,100,0,0,1,0,0
54,1,65,1,0.2,0,0,0,0,1,0
37,2,89,2,1.7,314,0,0,0,1,0
47,4,109,1,1.8,0,0,0,0,0,1
37,1,81,1,2.8,0,0,0,0,0,0
64,1,38,3,1.1,108,0,0,0,0,0
43,2,72,1,1.7,0,0,0,1,0,0
33,4,78,2,2.0,119,1,0,1,0,0
26,2,172,2,6.9,0,0,0,1,0,1
42,3,71,1,2.33,106,1,0,1,0,0
54,1,165,3,4.1,0,0,1,1,1,1
41,2,120,1,3.9,0,0,0,1,1,0
55,1,39,1,0.2,0,0,0,0,1,0
65,3,23,2,0.7,0,0,0,0,1,0
50,2,135,3,4.6,91,0,0,1,0,1
55,2,12,1,0.2,76,0,0,1,1,0
62,2,92,2,0.7,0,0,0,1,0,0
53,2,192,3,6.4,0,0,0,0,0,1
32,4,42,1,0.8,0,0,0,1,1,0
56,3,158,3,3.7,0,0,0,1,0,1
54,3,194,3,6.0,587,1,1,1,1,1
44,2,160,1,7.6,0,1,0,0,0,0
48,2,98,1,6.3,0,0,0,0,0,0
46,2,164,1,7.6,0,0,1,1,1,0
45,2,42,1,2.5,0,1,0,1,0,0
45,3,202,3,10.0,0,0,0,0,0,1
58,4,10,1,0.7,0,0,0,0,0,0
29,4,31,2,0.3,0,0,0,1,0,0
55,4,58,1,0.9,0,0,0,1,1,0
55,4,65,2,2.8,0,0,0,1,0,0
41,1,98,3,4.0,0,0,0,0,1,0
24,2,150,1,2.0,0,0,0,1,0,0
54,2,44,3,2.3,0,0,0,1,0,0
57,2,15,3,0.2,0,0,0,0,1,0
30,2,82,1,2.5,0,0,0,0,0,0
42,3,61,3,0.5,0,0,0,1,0,0
29,1,38,2,2.0,0,0,0,0,0,0
29,4,39,3,2.1,0,0,0,1,0,0
31,1,173,1,6.0,0,0,0,1,0,0
47,4,8,1,0.2,0,0,0,1,0,0
36,3,51,1,2.0,214,0,0,1,0,0
52,4,62,3,1.8,82,0,0,0,0,0
54,4,34,2,0.7,0,0,0,1,0,0
55,3,132,2,5.9,307,0,0,0,0,1
53,4,44,3,1.5,0,0,0,0,0,0
52,1,162,1,8.1,0,0,0,1,0,0
64,3,64,1,2.2,0,0,0,1,0,0
54,1,111,3,0.1,0,0,0,0,1,0
32,2,41,3,2.0,0,0,0,0,0,0
63,4,52,3,1.67,0,0,0,0,0,0
36,4,65,2,2.2,0,0,0,0,0,0
50,1,130,2,1.1,0,0,0,1,0,1
33,2,45,1,0.1,0,0,0,0,1,0
62,1,35,2,1.9,118,0,0,0,0,0
49,3,65,2,0.7,263,0,0,1,1,0
41,2,38,1,0.7,91,0,0,1,0,0
51,4,42,2,1.1,0,0,0,1,1,0
56,4,45,3,1.5,0,0,0,0,0,0
51,1,145,1,0.3,0,0,0,1,0,0
39,4,33,3,1.5,0,0,0,0,0,0
61,3,60,3,1.4,0,0,0,0,0,0
35,1,45,1,2.0,0,0,0,1,1,0
39,4,72,1,2.4,0,1,0,1,0,0
37,3,34,2,0.2,0,0,0,0,0,0
48,3,23,2,0.67,0,0,0,1,0,0
63,2,45,3,1.0,88,0,0,1,1,0
35,4,28,1,1.0,75,0,0,1,0,0
55,4,81,2,3.8,0,0,0,1,0,0
29,3,72,2,0.7,81,0,0,0,0,0
61,4,49,3,1.67,0,0,0,1,0,0
36,4,31,2,1.2,0,0,0,0,0,0
61,3,63,3,2.2,0,0,0,0,0,0
36,4,150,1,5.4,0,1,1,1,0,1
58,2,142,1,3.9,193,0,0,1,1,0
42,3,74,1,3.0,0,0,0,0,1,0
30,1,24,2,0.4,81,0,0,1,0,0
45,4,29,3,1.9,0,0,0,0,0,0
39,4,79,1,2.4,0,0,0,0,0,0
27,2,94,1,0.2,310,0,0,0,1,0
57,1,121,1,4.3,0,1,0,0,0,0
34,3,54,1,2.0,0,0,0,0,0,0
64,3,73,1,2.4,0,0,0,1,0,0
47,1,71,3,0.8,127,0,0,1,0,0
44,3,29,2,1.0,0,0,0,1,1,0
51,1,93,1,2.7,0,0,0,1,0,0
40,1,73,3,1.5,252,0,0,1,0,0
57,4,19,2,0.9,0,0,0,1,0,0
33,2,58,1,0.1,0,1,1,1,1,0
46,1,39,1,0.2,0,0,0,0,0,0
41,2,23,2,1.4,0,1,0,1,0,0
33,1,29,3,0.6,127,0,0,0,1,0
27,1,155,1,0.8,0,0,0,0,0,0
52,1,90,2,2.6,0,1,0,1,0,0
59,2,113,1,2.0,77,0,0,1,0,0
62,1,42,3,1.8,0,0,0,0,0,0
49,4,30,1,0.2,0,0,1,1,1,0
45,3,19,2,0.5,0,0,0,1,0,0
63,3,124,2,5.0,170,0,0,0,0,1
57,2,30,2,0.7,145,0,0,0,0,0
60,1,28,3,1.5,124,1,0,1,0,0
50,2,15,2,1.0,101,0,0,0,0,0
54,1,70,3,1.6,265,0,0,0,0,0
28,1,10,2,0.1,0,0,0,1,0,0
60,3,22,3,0.3,139,0,0,1,1,0
44,4,70,1,1.9,0,0,0,1,0,0
61,1,61,1,1.6,0,0,0,0,0,0
40,2,161,1,3.3,0,1,0,0,1,0
54,2,29,1,0.8,0,0,0,0,1,0
43,3,35,1,0.5,0,0,0,1,0,0
54,4,48,2,2.8,0,0,0,1,0,0
32,4,44,1,0.8,0,0,0,1,0,0
24,3,88,1,0.8,134,0,0,0,0,0
30,4,40,3,2.1,0,0,0,1,1,0
61,4,21,2,0.4,123,0,0,0,0,0
40,2,58,1,2.8,0,0,0,1,0,0
35,4,59,2,0.1,0,0,0,0,0,0
33,4,74,3,4.0,0,0,0,0,0,0
63,4,84,2,1.9,0,0,0,1,0,0
57,1,58,1,0.2,177,0,0,1,0,0
44,2,154,1,8.8,0,0,0,1,0,0
51,1,185,1,1.7,0,0,0,0,0,0
51,1,78,1,1.2,305,0,0,1,0,0
38,2,55,2,1.1,0,0,0,1,0,0
31,4,30,2,0.3,0,0,0,1,0,0
54,3,74,2,2.0,0,0,0,0,0,0
41,2,118,1,3.3,0,0,0,1,0,0
57,2,182,3,3.3,372,0,0,0,0,1
24,2,82,3,1.6,0,0,0,1,1,0
55,4,29,3,1.5,79,0,0,1,0,0
32,4,120,1,5.4,301,0,1,1,1,1
38,2,53,2,2.4,0,0,0,1,0,0
58,3,43,1,1.4,0,0,0,0,1,0
29,4,59,1,2.2,232,0,0,1,1,0
43,4,84,3,2.6,289,1,1,1,1,0
50,3,161,1,3.4,212,0,0,1,0,1
62,4,21,2,0.4,137,0,0,1,1,0
57,4,63,1,0.7,0,0,0,1,0,0
30,3,172,2,3.4,0,0,0,0,1,1
30,4,51,1,0.2,172,0,0,0,1,0
57,4,24,1,0.7,0,0,0,1,0,0
57,2,95,1,1.6,0,0,0,0,0,0
43,1,59,1,2.4,250,0,0,1,0,0
28,4,51,2,1.8,0,1,0,0,0,0
46,1,28,1,1.0,84,0,0,1,1,0
29,2,154,1,2.0,130,0,0,0,0,0
64,2,15,3,0.3,115,0,0,1,1,0
66,4,55,3,1.67,0,0,0,0,1,0
23,1,149,1,6.33,305,0,0,0,1,0
60,1,79,3,1.8,0,0,0,0,1,0
47,4,68,3,2.6,0,0,0,0,0,0
35,1,78,2,2.6,0,0,0,1,0,0
57,2,34,2,2.0,0,1,0,0,0,0
65,3,195,1,0.4,0,1,1,0,1,1
53,1,184,1,8.1,303,0,0,1,0,0
44,2,85,1,3.2,0,0,0,1,0,0
45,2,200,1,8.8,0,0,0,1,1,0
41,3,64,3,0.5,0,0,0,0,0,0
51,1,88,2,2.6,0,1,0,0,1,0
27,3,42,2,2.4,0,0,0,0,0,0
31,3,91,1,1.6,126,0,0,1,1,0
32,1,38,1,0.3,0,1,1,1,0,0
55,1,28,2,1.5,0,0,0,0,0,0
55,4,32,3,0.1,0,1,0,0,0,0
42,1,31,3,0.3,0,0,0,0,1,0
33,4,22,2,0.4,103,0,0,1,0,0
65,3,95,2,3.7,138,0,0,0,1,1
35,4,74,1,1.3,0,0,0,1,0,0
55,1,22,2,1.5,91,0,0,0,1,0
28,3,43,2,0.1,0,0,0,1,0,0
27,1,43,3,1.0,0,0,0,1,0,0
51,3,112,2,1.8,0,1,1,1,1,0
50,2,9,2,1.0,0,0,0,1,0,0
58,2,81,3,0.0,0,0,0,1,0,0
46,1,131,1,5.7,256,0,0,0,1,0
62,1,19,3,1.5,0,1,0,0,0,0
38,3,62,2,0.7,0,1,0,1,0,0
62,4,19,2,0.4,124,1,0,0,0,0
56,2,8,1,0.3,0,0,0,1,1,0
61,1,193,3,4.7,203,0,0,1,0,1
38,4,129,1,4.4,140,0,0,0,0,1
55,4,30,2,0.7,0,0,0,0,1,0
30,4,80,2,1.8,0,0,0,0,0,0
41,4,22,3,1.5,0,0,0,0,1,0
57,1,33,2,1.5,0,0,0,1,0,0
36,4,64,3,2.1,0,0,0,0,0,0
55,3,60,3,2.2,84,0,0,1,0,0
30,1,81,3,2.9,259,0,0,1,1,0
40,3,45,2,0.6,204,0,0,1,0,0
32,4,112,2,1.8,0,0,0,1,0,0
59,2,83,3,3.4,0,0,0,1,0,1
44,2,180,1,7.6,524,0,0,0,1,0
51,4,28,2,0.2,0,1,0,1,0,0
37,2,169,3,5.2,249,0,0,1,0,1
59,4,14,1,0.7,0,0,0,1,0,0
37,1,43,1,2.0,0,0,0,1,0,0
56,2,88,1,0.3,0,0,0,1,0,0
55,4,78,3,2.6,0,0,0,0,1,0
49,1,68,2,0.2,163,0,0,0,0,0
46,2,144,1,3.3,0,0,0,1,1,0
35,4,30,1,1.0,163,0,0,1,0,0
47,1,120,1,0.0,135,0,0,0,0,0
39,2,24,2,0.3,0,0,0,0,0,0
27,4,78,3,2.3,157,1,0,1,0,0
62,2,135,2,5.2,0,0,0,1,0,1
57,2,44,3,1.6,0,0,0,0,0,0
55,4,73,2,3.8,0,0,0,1,0,0
55,1,90,2,2.7,0,0,0,1,1,0
41,3,58,3,0.5,0,0,0,1,0,0
57,2,75,1,3.7,236,0,0,1,0,0
43,3,174,3,1.7,231,0,1,1,1,1
40,2,50,1,1.7,174,0,0,0,0,0
43,1,85,3,4.0,287,0,0,1,0,0
63,3,54,1,2.2,0,0,0,1,0,0
63,2,83,1,3.4,0,0,0,0,0,1
54,4,24,1,0.2,0,1,0,0,0,0
54,4,45,2,1.1,205,0,0,1,0,0
52,1,68,3,0.8,0,0,0,1,1,0
50,4,48,3,0.1,0,0,0,0,1,0
38,1,114,3,1.0,0,0,0,1,1,0
36,3,142,2,2.3,0,0,1,1,1,1
58,3,52,2,0.5,0,0,0,0,1,0
46,2,142,1,3.3,0,0,0,0,0,0
50,1,15,3,0.4,0,0,0,0,0,0
46,1,118,1,4.7,159,0,0,0,1,0
53,4,101,1,4.9,0,0,0,1,0,0
62,2,84,1,2.8,0,0,0,1,0,0
63,1,32,2,1.9,100,0,0,0,0,0
42,3,64,3,0.5,247,0,0,0,0,0
34,4,81,1,3.4,0,0,0,1,0,0
40,4,28,3,1.5,0,0,0,0,1,0
34,1,93,1,0.0,0,0,0,1,0,0
41,1,185,2,3.6,0,0,0,0,0,1
32,1,42,2,1.8,0,0,0,0,0,0
28,2,45,3,1.6,0,0,0,1,1,0
33,2,49,2,1.67,214,0,0,0,0,0
46,3,69,1,2.1,0,0,0,0,0,0
52,1,94,2,2.8,333,0,0,1,0,0
60,1,18,2,1.5,0,0,0,1,1,0
59,4,8,1,0.7,91,1,0,0,0,0
57,4,55,1,2.1,108,0,0,1,0,0
46,2,85,3,0.4,0,0,0,0,0,0
25,4,62,1,0.0,229,0,0,1,0,0
53,4,65,3,2.0,0,0,0,1,0,0
38,2,138,1,0.0,0,1,0,1,0,0
63,1,103,1,2.5,0,0,0,1,0,0
44,3,99,3,3.5,357,0,0,0,0,1
50,1,152,1,7.3,0,0,0,1,0,0
28,2,25,3,0.9,140,0,0,1,0,0
27,2,98,1,2.5,361,1,1,1,1,0
52,2,39,2,0.7,166,0,0,1,0,0
50,1,40,2,1.3,0,0,0,1,1,0
39,3,58,1,2.1,169,0,0,1,0,0
50,2,192,3,1.8,301,0,1,1,1,1
60,1,62,2,0.8,0,0,0,0,0,0
30,1,69,2,0.8,0,1,0,1,0,0
31,4,40,3,1.3,170,0,0,0,0,0
39,2,61,3,0.6,127,0,0,0,0,0
29,4,30,2,0.3,157,0,0,0,0,0
54,1,29,2,1.5,97,0,0,1,0,0
35,2,41,2,1.0,0,0,0,1,1,0
27,1,118,2,3.3,0,0,0,1,0,1
45,1,109,1,7.0,366,0,0,1,0,0
58,4,122,2,0.2,0,0,1,1,0,1
62,3,50,1,1.5,169,0,0,1,0,0
28,3,43,2,0.1,0,0,0,1,0,0
32,1,108,1,4.6,0,1,0,0,0,0
29,4,110,3,2.5,0,0,0,0,0,1
41,1,20,3,1.4,0,0,0,1,0,0
61,4,112,3,1.7,0,0,0,0,1,0
56,1,25,2,0.1,136,0,0,1,0,0
37,3,42,2,0.7,0,0,0,1,1,0
60,2,29,1,0.3,0,0,0,1,0,0
49,3,84,1,2.1,134,1,0,1,0,0
43,4,81,3,2.6,0,1,0,1,0,0
53,4,55,1,0.9,119,0,0,1,1,0
35,1,40,2,2.4,0,1,0,1,0,0
56,4,145,2,5.7,0,0,1,1,1,1
41,2,175,3,1.1,0,0,0,1,0,1
36,4,78,3,1.8,163,0,0,0,0,0
56,4,51,1,1.5,0,0,0,0,0,0
64,4,50,3,1.67,0,0,0,1,0,0
51,3,21,1,0.4,0,0,0,1,0,0
49,1,79,2,0.2,83,0,0,1,1,0
43,1,84,3,4.0,0,0,0,0,0,0
51,4,34,2,0.4,0,0,0,0,0,0
55,4,73,2,1.6,0,0,0,0,0,0
62,3,90,1,0.5,0,0,0,1,0,0
35,4,23,3,0.2,0,0,0,1,0,0
53,2,145,3,6.1,294,0,1,1,1,1
33,4,54,1,0.2,141,1,0,0,0,0
43,3,49,2,2.2,103,0,0,1,1,0
58,1,51,2,2.8,0,0,0,1,0,0
63,4,8,2,0.6,0,0,0,1,0,0
31,1,62,1,1.0,0,1,0,1,0,0
36,1,25,3,0.67,0,0,0,1,0,0
30,2,63,3,1.75,0,0,0,1,0,0
59,2,24,3,0.2,86,0,0,1,0,0
28,1,11,2,0.1,0,0,0,1,1,0
59,1,23,1,0.1,0,0,0,0,1,0
47,1,33,3,1.4,0,0,0,1,0,0
47,1,83,1,3.8,97,0,0,0,0,1
56,3,39,1,1.4,131,0,0,0,1,0
41,3,138,2,6.9,0,0,0,1,0,1
25,3,113,1,2.5,0,0,0,0,1,0
30,4,125,3,0.5,0,0,1,1,0,1
50,1,195,1,1.7,0,0,0,0,0,0
34,3,105,3,1.2,0,1,0,0,0,0
44,2,75,1,3.5,0,0,0,1,0,1
36,2,40,2,1.0,0,0,0,1,0,0
39,3,61,3,0.5,137,0,0,1,0,0
54,2,75,3,4.5,0,0,0,0,0,0
33,1,122,1,0.0,0,0,0,1,1,0
39,3,75,1,3.0,0,0,0,0,1,0
41,4,59,3,0.2,0,0,0,0,0,0
40,3,24,2,1.0,0,0,0,1,0,0
29,3,175,3,3.3,329,0,0,1,0,1
51,2,39,1,0.8,182,0,0,0,1,0
54,2,145,1,6.8,0,1,0,0,0,0
47,4,24,2,0.4,142,0,0,1,0,0
53,3,20,2,0.1,0,0,0,0,0,0
30,1,85,2,2.6,0,0,0,1,0,0
28,3,65,3,2.6,0,1,0,0,0,0
60,4,191,3,5.6,0,0,0,0,0,1
51,2,11,1,0.0,0,1,0,0,0,0
63,2,40,3,1.0,167,0,0,0,0,0
38,3,54,2,0.7,196,0,0,0,0,0
59,1,95,1,3.8,0,0,0,1,1,0
53,4,94,2,1.0,0,0,0,1,0,0
31,4,79,2,2.2,0,0,0,0,0,0
41,3,48,3,0.3,0,0,0,1,1,0
25,4,70,1,2.6,0,1,0,1,0,0
27,3,40,2,0.1,111,0,0,1,0,0
50,4,44,1,1.8,0,0,0,1,1,0
50,1,43,3,1.4,137,0,0,1,0,0
43,1,29,3,0.3,0,0,0,1,0,0
50,3,188,1,1.3,184,0,0,0,1,1
46,1,114,1,0.0,0,0,0,1,1,0
30,3,52,2,0.7,0,0,0,1,0,0
42,1,13,1,0.2,0,0,0,1,0,0
42,3,95,3,0.5,0,0,0,0,0,0
29,1,84,3,2.9,0,0,0,1,0,0
38,1,49,1,1.8,0,0,0,0,0,0
51,1,181,1,1.7,0,0,0,1,1,0
35,1,182,2,0.3,229,0,1,1,1,1
37,2,70,1,2.7,0,0,0,0,0,0
47,3,79,1,1.1,185,0,0,1,1,0
55,4,61,2,2.8,0,0,0,1,1,0
65,2,121,1,2.1,0,0,0,1,0,0
58,3,34,1,0.2,83,0,0,1,0,0
54,1,183,1,1.0,442,0,0,0,0,0
52,1,51,3,1.6,0,1,0,0,1,0
28,3,70,3,0.3,0,0,0,0,1,0
32,1,39,1,1.7,0,0,0,1,1,0
51,3,84,2,2.0,0,0,0,0,0,0
43,1,122,1,7.0,0,0,0,1,1,0
42,1,145,1,1.7,132,0,0,1,1,0
42,2,98,1,0.4,0,0,0,1,1,0
41,1,79,3,1.0,233,0,0,1,0,0
34,2,38,3,2.0,0,0,0,1,1,0
30,3,49,2,0.7,196,0,0,0,1,0
32,1,38,1,1.0,0,0,0,1,0,0
46,4,91,3,2.6,0,0,0,0,0,0
38,4,29,1,0.2,0,0,0,0,1,0
37,2,172,1,6.5,0,0,0,0,0,0
32,2,104,1,3.7,0,0,0,0,1,1
35,1,58,1,2.5,0,0,0,1,1,0
30,2,171,2,1.9,0,0,0,0,0,1
30,3,73,1,3.3,0,0,1,1,1,1
58,1,191,1,2.9,0,0,0,0,0,0
57,2,90,3,4.5,0,0,0,1,0,0
34,3,55,1,2.3,0,1,1,1,1,0
31,1,28,2,2.0,0,0,0,0,0,0
39,1,42,3,2.5,0,0,0,1,0,0
57,1,9,2,0.1,91,1,0,1,0,0
47,1,65,2,1.5,0,1,0,1,0,0
51,4,134,3,4.5,0,1,1,1,0,1
30,4,83,1,3.4,0,1,0,1,0,0
55,3,38,2,1.0,0,0,0,1,0,0
32,4,13,1,0.3,0,0,0,1,1,0
32,3,143,3,2.9,0,0,0,1,0,1
44,4,75,1,1.9,0,0,0,0,0,0
33,1,120,3,3.2,0,0,0,1,0,1
49,1,91,2,2.8,0,0,0,0,0,0
32,2,99,3,1.5,0,0,0,0,1,0
31,1,71,1,0.1,78,1,0,0,0,0
37,1,111,2,0.8,0,0,0,0,0,0
41,1,108,1,5.2,0,0,0,0,0,0
56,1,158,1,7.4,0,0,0,0,0,0
55,3,81,1,2.67,0,0,0,1,0,0
49,2,12,3,0.1,0,1,1,1,0,0
63,2,21,1,0.4,0,0,0,1,0,0
55,4,55,1,0.9,215,0,0,1,1,0
59,1,42,3,1.8,0,0,0,1,0,0
41,2,81,1,0.4,0,0,0,0,1,0
49,4,13,1,0.2,87,0,0,0,0,0
48,1,132,1,0.6,157,0,0,0,0,0
41,1,99,3,1.0,0,0,0,1,0,0
50,4,23,1,0.2,0,0,0,0,1,0
28,1,40,2,2.0,0,1,0,1,0,0
